Archive_Date,Group_ID,waiting_0_3,waiting_12_15,waiting_15_18,waiting_18plus,waiting_3_6,waiting_6_9,waiting_9_12,spec_1,spec_10,spec_11,spec_12,spec_13,spec_14,spec_15,spec_16,spec_17,spec_18,spec_19,spec_2,spec_20,spec_21,spec_22,spec_23,spec_24,spec_25,spec_26,spec_27,spec_28,spec_29,spec_3,spec_30,spec_31,spec_32,spec_33,spec_34,spec_35,spec_36,spec_37,spec_38,spec_39,spec_4,spec_40,spec_41,spec_42,spec_43,spec_44,spec_45,spec_46,spec_47,spec_48,spec_49,spec_5,spec_50,spec_51,spec_52,spec_53,spec_54,spec_55,spec_56,spec_57,spec_58,spec_59,spec_6,spec_60,spec_61,spec_62,spec_63,spec_64,spec_65,spec_66,spec_67,spec_68,spec_69,spec_7,spec_70,spec_71,spec_72,spec_73,spec_74,spec_75,spec_76,spec_77,spec_8,spec_9
2014-08,group_7,0.26522961574507964,0.0895032802249297,0.06138706654170572,0.04029990627928772,0.22586691658856609,0.17994376757263356,0.13776944704779756,1,0,0,0,85,0,27,54,0,76,32,0,109,273,19,110,21,27,0,0,5,11,43,0,0,22,65,32,0,0,10,101,0,24,152,0,162,9,5,0,0,0,0,0,78,0,0,0,0,0,17,2,0,3,0,0,0,34,61,0,0,116,0,1,0,0,0,66,64,26,0,0,104,87,0,0,0
2014-08,group_8,0.29439252336448596,0.07827102803738317,0.056074766355140186,0.03154205607476635,0.24065420560747663,0.17406542056074767,0.125,0,0,0,0,22,0,0,0,0,23,0,21,62,121,16,67,6,0,0,0,0,32,0,0,0,14,18,0,0,0,2,36,0,0,43,4,99,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,31,0,0,0,0,0,3,60,12,0,0,76,31,0,0,0
2014-09,group_2,0.26693227091633465,0.08565737051792828,0.0697211155378486,0.05179282868525897,0.2250996015936255,0.1752988047808765,0.1254980079681275,0,0,0,16,28,0,2,2,0,0,0,0,9,22,0,3,3,0,0,3,9,0,0,9,5,8,19,2,0,0,0,33,0,5,59,1,44,26,4,12,6,0,6,2,14,0,0,0,0,0,0,0,0,5,2,0,0,15,0,0,0,31,0,1,0,0,4,31,16,11,0,0,31,0,0,3,0
2014-09,group_3,0.2666256157635468,0.09544334975369458,0.05788177339901478,0.04495073891625616,0.22475369458128078,0.1748768472906404,0.1354679802955665,0,18,0,2,59,7,14,34,0,49,0,27,80,183,22,74,41,0,0,6,2,36,0,0,0,28,31,0,0,0,9,56,0,14,152,10,145,12,6,11,0,0,0,0,64,6,0,12,22,0,4,0,0,10,5,12,0,15,19,2,0,40,6,0,2,3,0,30,47,13,0,0,108,63,0,6,7
2014-09,group_4,0.3012578616352201,0.08616352201257861,0.033962264150943396,0.025157232704402517,0.2371069182389937,0.1811320754716981,0.13522012578616352,0,1,0,12,70,0,11,39,1,44,0,8,84,198,25,133,32,0,0,0,4,0,0,3,0,10,22,0,5,0,8,145,0,17,162,2,133,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,25,37,0,0,58,6,2,2,2,0,41,48,19,0,0,74,20,0,6,0
2014-09,group_5,0.2740014015416959,0.09530483531885074,0.046951646811492644,0.025227750525578137,0.22845129642606868,0.19481429572529782,0.13524877365101612,0,0,0,0,85,0,0,35,0,47,0,6,54,162,16,110,20,0,0,0,5,3,6,0,0,18,50,48,1,0,8,53,0,0,121,12,143,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,24,34,0,0,58,9,3,0,0,0,49,31,8,0,2,96,30,0,0,25
2014-09,group_6,0.25299323269130664,0.10671525247267048,0.07079646017699115,0.062467464862051014,0.20353982300884957,0.1728266527850078,0.13066111400312339,0,5,6,0,111,0,0,42,0,17,0,39,133,192,21,119,28,0,0,15,1,50,0,0,0,61,63,0,6,0,11,95,42,10,202,0,175,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,45,33,0,1,78,0,3,0,0,0,25,47,21,0,0,131,37,0,0,0
2014-09,group_7,0.2667572463768116,0.09284420289855072,0.0661231884057971,0.04664855072463768,0.2128623188405797,0.17391304347826086,0.1408514492753623,1,0,0,0,87,0,29,55,0,80,41,0,106,283,17,112,21,27,0,0,6,10,35,0,0,25,66,36,4,0,9,116,0,24,165,0,164,7,5,0,0,0,0,0,79,0,0,0,0,0,14,2,0,2,0,0,0,35,65,0,0,115,0,1,0,0,0,75,64,23,0,0,117,85,0,0,0
2014-09,group_8,0.29082774049217003,0.07270693512304251,0.05704697986577181,0.03467561521252797,0.2371364653243848,0.18120805369127516,0.12639821029082773,0,0,0,2,19,0,0,0,0,23,0,23,64,128,17,73,5,0,0,0,0,34,0,0,0,14,21,0,0,0,2,38,0,0,43,5,102,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,31,0,0,0,0,0,3,57,12,0,0,82,38,0,0,0
2014-10,group_2,0.25523809523809526,0.09142857142857143,0.06666666666666667,0.05714285714285714,0.22857142857142856,0.17333333333333334,0.12761904761904763,0,0,0,16,31,0,3,4,0,0,0,0,10,25,0,3,4,0,0,4,7,8,0,5,5,8,19,2,0,0,0,36,0,3,60,0,43,27,5,14,6,0,7,3,13,0,0,0,0,0,0,0,0,7,4,0,0,18,0,0,0,29,0,0,0,0,5,30,18,10,0,0,28,0,0,5,0
2014-10,group_3,0.26259632483698875,0.0972139893301719,0.06224066390041494,0.04860699466508595,0.2151748666271488,0.17664493183165383,0.13752222880853587,0,16,0,2,62,7,15,34,0,49,0,25,82,201,20,80,41,0,0,7,2,42,0,0,0,23,32,0,0,0,7,55,0,15,155,13,153,13,4,12,0,0,0,0,67,5,0,14,23,0,4,0,0,11,6,11,0,18,20,3,0,41,7,0,2,2,0,31,45,20,0,0,110,68,0,4,8
2014-10,group_4,0.29744525547445255,0.08819951338199514,0.04075425790754258,0.024330900243309004,0.2354014598540146,0.18126520681265207,0.13260340632603407,0,1,0,14,66,0,12,41,3,41,0,10,90,208,23,146,31,0,0,0,5,0,0,6,0,8,22,0,1,0,10,147,0,19,160,3,138,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,24,38,2,0,65,7,2,2,4,0,41,44,26,0,0,81,18,0,7,0
2014-10,group_5,0.27058823529411763,0.09480968858131487,0.05328719723183391,0.02975778546712803,0.2290657439446367,0.18961937716262975,0.1328719723183391,0,0,0,0,90,0,0,34,0,50,0,8,50,154,17,106,21,0,0,0,7,5,5,0,0,19,54,48,1,0,7,49,0,0,122,15,150,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,24,34,0,0,63,5,0,0,0,0,51,33,14,0,2,98,27,0,0,28
2014-10,group_6,0.2481977342945417,0.10659114315139032,0.07415036045314109,0.06539649845520082,0.20133882595262617,0.17198764160659114,0.13233779608650875,0,5,5,0,115,0,0,50,0,15,0,35,135,193,20,124,27,0,0,16,2,51,0,0,0,62,63,0,6,0,10,101,41,10,206,0,181,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,43,32,0,2,77,0,3,2,0,0,23,50,17,0,0,129,34,0,0,0
2014-10,group_7,0.26547884187082404,0.09532293986636971,0.07171492204899778,0.04498886414253898,0.21959910913140313,0.17639198218262805,0.12650334075723832,0,0,0,0,84,0,31,58,0,85,44,0,104,288,17,125,21,25,0,0,4,11,40,0,0,21,65,37,6,0,9,120,0,22,166,0,159,6,6,0,0,0,0,0,83,0,0,0,0,0,18,2,0,2,0,0,0,33,65,0,0,108,0,0,0,0,0,70,64,25,0,0,127,94,0,0,0
2014-10,group_8,0.28331466965285557,0.08622620380739082,0.0593505039193729,0.040313549832026875,0.23404255319148937,0.18029115341545351,0.11646136618141098,0,0,0,2,23,0,0,0,0,21,3,23,69,125,15,74,5,0,0,0,0,34,0,0,0,12,21,0,0,0,2,38,0,0,44,4,104,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,31,0,0,0,0,0,4,53,8,0,0,83,40,0,0,0
2014-11,group_2,0.266304347826087,0.09239130434782608,0.06159420289855073,0.050724637681159424,0.22282608695652173,0.17572463768115942,0.13043478260869565,0,0,0,19,30,0,3,6,0,0,0,0,13,29,0,3,3,0,0,2,7,9,0,11,5,5,19,3,0,0,0,35,0,4,62,0,46,30,5,14,6,0,6,2,14,0,0,0,0,0,0,0,0,10,5,0,0,18,0,0,0,30,0,0,0,0,6,31,18,10,0,0,31,0,0,2,0
2014-11,group_3,0.26343768458357947,0.09746012994683993,0.06556408741878322,0.05611340815121087,0.20791494388659185,0.1707028942705257,0.13880685174246898,0,15,0,1,63,6,17,33,0,50,0,25,83,203,18,85,40,0,0,6,2,40,0,0,0,27,31,0,0,0,9,54,0,17,161,0,144,12,2,10,0,0,0,0,70,5,0,14,21,0,3,0,0,12,6,12,0,15,19,4,0,46,6,0,2,4,0,32,50,23,0,0,112,71,0,5,7
2014-11,group_4,0.29325153374233126,0.08466257668711656,0.049079754601226995,0.025153374233128835,0.2282208588957055,0.18404907975460122,0.13558282208588956,0,1,0,16,64,0,12,40,3,47,0,4,85,198,22,139,31,0,0,0,4,0,0,6,0,8,26,0,1,0,11,149,0,18,166,2,139,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,22,41,1,0,67,6,2,2,4,0,45,43,18,0,0,82,22,0,6,0
2014-11,group_5,0.26239669421487605,0.09917355371900827,0.05509641873278237,0.03305785123966942,0.22245179063360881,0.18801652892561985,0.13980716253443526,0,0,0,0,96,0,0,35,0,51,0,7,44,165,11,106,22,0,0,0,7,4,4,0,0,18,51,48,2,0,10,47,0,0,121,12,156,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,0,64,6,0,0,0,0,47,34,14,0,1,100,28,0,0,28
2014-11,group_6,0.24596774193548387,0.10483870967741936,0.08366935483870967,0.06703629032258064,0.1975806451612903,0.16834677419354838,0.13256048387096775,0,5,5,0,119,0,0,57,0,18,0,36,144,190,18,126,29,0,0,15,2,53,0,0,0,62,58,0,5,0,10,97,44,10,207,0,187,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,47,34,0,1,82,0,5,2,0,0,24,49,19,0,0,132,35,0,0,0
2014-11,group_7,0.2715939447907391,0.09795191451469279,0.06901157613535173,0.053428317008014245,0.20525378450578807,0.1740872662511131,0.12867319679430098,0,0,0,0,85,0,27,57,0,82,42,0,111,293,14,116,19,26,0,0,5,16,37,0,0,20,62,29,2,0,8,126,0,25,165,0,164,7,5,0,0,0,0,0,85,0,0,0,0,0,18,2,0,2,0,0,0,39,67,0,0,113,0,0,0,0,0,73,67,23,0,0,119,95,0,0,0
2014-11,group_8,0.3002232142857143,0.08705357142857142,0.05133928571428571,0.0390625,0.22321428571428573,0.17745535714285715,0.12165178571428571,0,0,0,3,24,0,0,0,0,19,0,25,67,124,16,70,5,0,0,0,0,28,0,0,0,15,22,0,0,0,2,39,0,0,46,6,106,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,34,0,0,0,0,0,5,54,9,0,0,83,35,0,0,0
2014-12,group_2,0.2862595419847328,0.08969465648854962,0.06870229007633588,0.06870229007633588,0.20610687022900764,0.16030534351145037,0.12022900763358779,0,0,0,19,28,0,3,7,0,0,0,0,12,25,0,2,4,0,0,3,7,2,0,7,5,7,20,3,0,0,0,36,0,5,61,0,50,30,6,12,6,0,6,1,13,0,0,0,0,0,0,0,0,8,2,0,0,23,0,0,0,27,0,0,0,0,6,28,17,6,0,0,26,0,0,1,0
2014-12,group_3,0.26235294117647057,0.09705882352941177,0.07058823529411765,0.054705882352941174,0.20470588235294118,0.17411764705882352,0.13647058823529412,0,16,0,2,62,7,14,34,0,52,0,23,79,205,20,77,40,0,0,7,2,40,0,0,0,26,27,0,0,0,8,58,0,18,161,1,146,13,4,14,0,0,0,0,67,7,0,14,24,0,4,0,0,13,6,12,0,18,17,3,0,43,6,0,2,4,0,31,52,26,0,0,110,70,0,6,9
2014-12,group_4,0.2903822441430333,0.08631319358816276,0.0530209617755857,0.028976572133168926,0.22749691738594327,0.18064118372379778,0.13316892725030827,0,2,0,15,65,0,14,42,0,45,0,4,73,191,18,147,30,0,0,0,3,0,0,6,0,8,25,0,2,0,11,147,0,18,166,2,141,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,25,40,0,0,68,6,2,2,1,0,43,46,19,0,0,85,24,0,6,0
2014-12,group_5,0.26326393552719946,0.09939556749496306,0.06044325050369376,0.03626595030221625,0.21423774345198118,0.18535930154466085,0.14103425117528542,0,0,0,0,101,0,0,38,0,55,0,5,47,166,13,109,22,0,0,0,7,3,6,0,0,19,56,48,2,0,9,50,0,0,118,15,166,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,22,34,0,0,61,5,0,0,0,0,50,35,7,0,1,104,29,0,0,29
2014-12,group_6,0.2439143135345667,0.10759493670886076,0.08471275559883155,0.07400194741966894,0.1952288218111003,0.1655306718597858,0.12901655306718599,0,5,6,0,116,0,0,58,0,16,0,37,138,211,18,130,33,0,0,16,2,53,0,0,0,61,64,0,3,0,11,98,47,10,208,0,191,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,47,33,0,1,82,0,3,2,0,0,25,50,18,0,0,140,39,0,0,22
2014-12,group_7,0.2709534368070953,0.09711751662971176,0.07538802660753881,0.054988913525498895,0.2088691796008869,0.16807095343680709,0.1246119733924612,0,0,0,0,83,0,27,57,0,84,42,0,101,296,15,114,18,30,0,0,5,17,38,0,0,22,62,31,2,0,10,124,0,23,164,0,163,6,6,0,0,0,0,0,83,0,0,0,0,0,18,3,0,2,0,0,0,36,72,0,0,117,0,0,0,0,0,75,69,20,0,0,126,94,0,0,0
2014-12,group_8,0.30621468926553674,0.07457627118644068,0.04745762711864407,0.04067796610169491,0.22033898305084745,0.17853107344632768,0.13220338983050847,0,0,0,2,22,0,0,0,0,19,1,27,66,111,15,75,4,0,0,0,0,32,0,0,0,12,21,0,0,0,3,42,0,0,41,6,103,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,33,0,0,0,0,0,4,58,7,0,0,88,39,0,0,0
2015-01,group_2,0.26763110307414106,0.09584086799276673,0.06148282097649186,0.0650994575045208,0.21880650994575046,0.16817359855334538,0.12296564195298372,0,0,0,21,30,0,3,7,0,0,0,1,12,27,0,3,3,0,0,3,9,4,0,10,6,8,22,2,0,0,0,38,0,6,62,0,52,28,5,15,6,0,5,0,13,0,0,0,0,0,0,0,0,8,4,0,0,22,0,0,0,30,0,0,0,0,8,28,18,7,0,0,24,0,0,3,0
2015-01,group_3,0.24232936756418283,0.10394489668127739,0.07388854101440201,0.061365059486537255,0.20663744520976832,0.1696931747025673,0.14214151534126487,0,14,0,1,51,7,16,31,0,50,0,22,66,199,24,75,39,0,0,8,2,43,0,0,0,23,25,0,0,0,11,55,0,18,144,0,128,11,3,12,0,0,0,0,62,5,0,13,21,0,4,0,0,10,6,13,0,18,20,3,0,45,6,0,2,4,0,29,45,25,0,0,107,68,0,6,7
2015-01,group_4,0.26805385556915545,0.09424724602203183,0.05385556915544676,0.04467564259485924,0.2252141982864137,0.17686658506731945,0.13708690330477355,0,2,0,17,57,0,14,42,0,48,0,9,72,192,19,144,35,0,0,0,4,0,0,6,0,10,25,0,2,0,13,137,0,21,160,4,137,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,26,43,1,0,68,14,2,2,2,0,51,41,13,0,0,86,24,0,6,0
2015-01,group_5,0.24786324786324787,0.09686609686609686,0.0698005698005698,0.04843304843304843,0.2143874643874644,0.1794871794871795,0.14316239316239315,0,0,0,0,88,0,0,39,0,52,0,6,49,167,13,106,27,0,0,0,9,4,5,0,0,19,52,45,3,0,7,41,0,0,108,13,144,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,18,33,0,0,62,6,0,0,0,0,45,27,11,0,1,102,31,0,0,25
2015-01,group_6,0.23072889355007867,0.10644992134242265,0.09019402202412166,0.07498689040377557,0.1934976402726796,0.16570529627687466,0.1384373361300472,0,5,5,0,98,0,0,61,0,17,0,37,126,198,18,130,31,0,0,17,3,46,0,0,0,59,62,0,2,0,10,87,45,10,190,0,158,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,37,34,0,2,72,0,3,2,0,0,27,49,11,0,0,133,41,0,0,18
2015-01,group_7,0.24830261881668284,0.0935984481086324,0.07904946653734239,0.0635305528612997,0.2133850630455868,0.16731328806983511,0.13482056256062075,0,0,0,0,73,0,23,50,0,77,48,0,88,260,14,114,18,35,0,0,7,15,33,0,0,21,52,26,2,0,10,114,0,21,149,0,132,6,5,0,0,0,0,0,80,0,0,0,0,0,17,2,0,2,0,0,0,37,66,0,0,97,0,0,0,0,0,67,62,29,0,0,118,92,0,0,0
2015-01,group_8,0.2661290322580645,0.08755760368663594,0.06105990783410138,0.06336405529953917,0.21774193548387097,0.1728110599078341,0.1313364055299539,0,0,0,2,32,0,0,0,0,19,0,29,58,110,14,70,10,0,0,0,0,28,0,0,0,11,13,0,0,0,12,37,0,0,42,3,93,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,34,0,0,0,0,0,6,57,10,0,0,86,38,0,0,0
2015-02,group_2,0.256140350877193,0.1,0.06666666666666667,0.06842105263157895,0.21754385964912282,0.15964912280701754,0.13157894736842105,0,0,0,24,28,0,1,7,0,0,0,1,12,25,0,3,4,0,0,2,8,4,0,11,5,7,23,4,0,0,0,37,0,5,65,0,52,29,5,14,5,0,7,1,13,0,0,0,0,0,0,0,0,10,4,0,0,24,0,0,0,32,0,0,0,0,8,31,19,12,0,0,26,0,0,2,0
2015-02,group_3,0.24415744157441574,0.1088560885608856,0.07503075030750307,0.06150061500615006,0.2054120541205412,0.16543665436654367,0.13960639606396064,0,15,0,1,55,7,19,33,0,51,0,25,77,203,20,77,41,0,0,7,2,43,0,0,0,23,26,0,0,0,10,49,0,18,146,1,131,10,3,11,0,0,0,0,62,5,0,14,22,0,4,0,0,13,5,14,0,19,23,3,0,45,5,0,2,4,0,29,41,25,0,0,101,70,0,7,9
2015-02,group_4,0.2600349040139616,0.09656777196044211,0.058173356602675974,0.04421175101803374,0.2239674229203025,0.1762652705061082,0.14077952297847585,0,3,0,17,57,0,14,40,0,51,30,12,75,200,22,151,32,0,0,0,4,0,0,6,0,10,22,0,2,0,14,139,0,20,171,4,137,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,26,43,1,0,68,13,1,2,1,0,49,42,13,0,0,89,48,0,7,0
2015-02,group_5,0.24416135881104034,0.10615711252653928,0.07218683651804671,0.05024769992922859,0.2024062278839349,0.17763623496107572,0.14720452937013448,0,0,0,0,86,0,0,40,0,48,0,7,46,168,21,106,26,0,0,0,9,6,5,0,0,20,54,45,3,0,9,43,0,0,103,11,146,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,64,7,0,0,0,0,46,29,12,0,1,100,31,0,0,23
2015-02,group_6,0.22832221652129298,0.11339148281169831,0.08722421754746024,0.08055413032324268,0.19291944586967677,0.1641867624422781,0.13340174448435094,0,5,6,0,99,0,0,62,0,22,0,38,131,200,18,127,33,0,0,16,3,41,0,0,0,58,62,0,3,0,12,82,45,10,192,0,164,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,41,36,0,2,73,0,3,3,0,0,29,46,9,0,0,152,48,0,0,18
2015-02,group_7,0.2540067994171928,0.10004856726566294,0.07819329771733852,0.05925206410879068,0.2112676056338028,0.16172899465760077,0.13550267119961146,0,0,0,0,74,0,23,47,0,78,46,0,102,267,16,110,21,37,0,0,7,10,36,0,0,18,51,25,5,0,10,118,0,18,148,0,132,5,5,0,0,0,0,0,74,0,0,0,0,0,15,2,0,2,0,0,0,31,70,0,0,100,0,0,0,0,0,66,59,17,0,0,121,93,0,0,0
2015-02,group_8,0.271889400921659,0.08870967741935484,0.06336405529953917,0.05069124423963134,0.21658986175115208,0.16820276497695852,0.14055299539170507,0,0,0,5,30,0,0,0,0,19,3,28,58,102,14,69,5,0,0,0,0,35,0,0,0,12,14,0,0,0,11,35,0,0,42,2,96,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,35,0,0,0,0,0,6,57,9,0,0,90,37,0,0,0
2015-03,group_2,0.24361158432708688,0.0919931856899489,0.07155025553662692,0.07155025553662692,0.21805792163543442,0.1686541737649063,0.13458262350936967,0,0,0,25,27,0,2,7,0,0,0,0,10,27,0,4,4,0,0,3,8,10,0,12,6,8,22,4,0,0,0,33,0,7,61,2,54,31,5,19,5,0,7,1,14,0,0,0,0,0,0,0,0,8,5,0,0,25,0,0,0,35,0,0,0,0,8,28,21,10,0,0,25,0,0,4,0
2015-03,group_3,0.24215512137359385,0.10657193605683836,0.07696862048549438,0.06867969212551805,0.20011841326228538,0.16577856719952636,0.13972764949674363,0,15,0,3,56,8,20,35,0,49,0,27,77,215,21,82,42,0,0,8,2,46,0,0,0,24,27,0,0,0,9,51,0,20,147,2,135,11,5,13,0,0,0,0,63,7,0,14,20,0,5,0,0,14,7,15,0,21,25,4,0,46,6,0,2,5,0,30,39,23,0,0,102,73,0,9,9
2015-03,group_4,0.2644341801385681,0.09757505773672055,0.05658198614318707,0.04503464203233257,0.22170900692840648,0.17436489607390301,0.1403002309468822,0,3,0,16,53,0,21,38,0,52,30,2,70,199,22,144,31,0,0,0,5,0,0,6,0,10,27,0,3,0,15,144,0,24,164,8,138,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,24,57,0,0,67,8,1,2,2,0,47,44,25,0,0,91,45,0,7,0
2015-03,group_5,0.2376237623762376,0.11032531824611033,0.07567185289957568,0.051626591230551626,0.20014144271570014,0.1768033946251768,0.1478076379066478,0,0,0,0,89,0,0,38,0,53,0,4,41,169,20,109,25,0,0,0,8,6,5,0,0,14,55,39,1,0,3,43,0,0,104,12,150,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,63,6,0,0,0,0,52,28,15,0,3,102,31,0,0,23
2015-03,group_6,0.22914622178606478,0.1099116781157998,0.0873405299313052,0.08243375858684986,0.1918547595682041,0.16535819430814525,0.133954857703631,0,5,8,0,101,0,0,61,0,23,0,39,138,217,21,149,36,0,0,16,2,42,0,0,0,55,67,0,4,0,15,79,46,11,190,0,168,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,42,37,0,2,75,0,0,2,0,0,27,45,14,0,0,172,47,0,0,19
2015-03,group_7,0.2567368936795688,0.0984811366976972,0.08035276825085742,0.06320431161195493,0.20676139147476727,0.16609505144536993,0.1283684468397844,0,0,0,0,70,0,24,48,0,83,50,0,90,250,15,105,19,36,0,0,7,12,38,0,0,24,53,25,4,0,11,113,0,18,151,0,132,6,5,0,0,0,0,0,71,0,0,0,0,0,13,2,0,2,0,0,0,31,72,0,0,100,0,0,0,0,0,60,60,26,0,0,121,94,0,0,0
2015-03,group_8,0.2895662368112544,0.09964830011723329,0.04806565064478312,0.04689331770222743,0.21570926143024619,0.1652989449003517,0.13481828839390386,0,0,0,4,22,0,0,0,0,22,7,27,54,106,17,71,5,0,0,0,0,32,0,0,0,13,14,0,0,0,11,35,0,0,34,4,97,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,23,0,0,0,0,0,5,62,9,0,0,88,42,0,0,0
2015-04,group_2,0.24041811846689895,0.09930313588850175,0.07317073170731707,0.0627177700348432,0.21254355400696864,0.1759581881533101,0.13588850174216027,0,0,0,24,28,0,2,6,0,0,0,0,12,28,0,3,4,0,0,3,8,7,0,6,5,7,21,4,0,0,0,35,0,8,62,0,53,27,5,13,7,0,9,1,14,0,0,0,0,0,0,0,0,8,3,0,0,27,0,0,0,34,0,0,0,0,10,30,18,11,0,0,26,0,0,5,0
2015-04,group_3,0.23609467455621302,0.11301775147928994,0.07514792899408285,0.0650887573964497,0.19467455621301774,0.1757396449704142,0.14023668639053255,0,14,0,3,56,6,20,36,0,49,0,31,79,213,17,83,45,0,0,7,3,46,0,0,0,24,29,0,0,0,11,52,0,20,148,1,133,12,4,13,0,0,0,0,60,7,0,13,21,0,3,0,0,14,7,15,0,18,25,3,0,46,5,2,2,5,0,33,42,22,0,0,102,73,0,8,9
2015-04,group_4,0.2641070389761489,0.10354857475276323,0.05759162303664921,0.04537521815008726,0.2210587550901687,0.17102966841186737,0.1372891215823153,0,4,0,12,53,0,20,41,0,51,29,3,71,193,22,135,31,0,0,0,4,0,0,7,0,11,21,0,2,0,14,145,0,26,163,6,139,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,25,58,1,0,71,8,1,2,2,0,46,44,22,0,0,95,45,0,4,0
2015-04,group_5,0.23441926345609065,0.11614730878186968,0.07294617563739376,0.05453257790368272,0.20184135977337112,0.17280453257790368,0.14730878186968838,0,0,0,0,84,0,0,40,0,53,0,4,42,175,20,109,25,0,0,0,6,5,6,0,0,16,58,40,1,0,4,44,0,0,102,11,150,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,61,5,0,0,0,0,54,27,12,0,2,104,31,0,0,23
2015-04,group_6,0.2215714982918497,0.11322596388482187,0.09272816007808687,0.0854075158613958,0.18643240605173256,0.16544655929721816,0.13518789653489507,0,5,5,0,101,0,0,61,0,22,0,37,136,213,23,152,35,0,0,17,3,39,0,0,0,59,67,0,3,0,13,82,51,12,193,0,166,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,42,36,0,2,77,0,0,2,0,0,24,48,16,0,0,174,51,0,0,19
2015-04,group_7,0.2631578947368421,0.09941520467836257,0.0769980506822612,0.0638401559454191,0.1983430799220273,0.16910331384015595,0.12914230019493178,0,0,0,0,72,0,23,51,0,82,54,0,93,261,19,99,20,36,0,0,9,8,36,0,0,23,52,26,3,0,9,113,0,16,154,0,129,2,5,0,0,0,0,0,78,0,0,0,0,0,13,2,0,3,0,0,0,36,72,0,0,93,0,0,0,1,0,61,58,24,0,0,121,95,0,0,0
2015-04,group_8,0.28841607565011823,0.09929078014184398,0.057919621749408984,0.04846335697399527,0.21749408983451538,0.16193853427895982,0.12647754137115838,0,0,0,5,21,0,0,0,0,19,2,27,60,110,17,71,5,0,0,0,0,34,0,0,0,13,16,0,0,0,3,35,0,0,38,4,98,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,21,0,0,0,0,0,3,61,6,0,0,86,42,0,0,0
2015-05,group_2,0.24422442244224424,0.10066006600660066,0.07755775577557755,0.06435643564356436,0.21287128712871287,0.16996699669966997,0.13036303630363036,0,0,0,27,27,0,5,7,0,0,0,1,11,32,0,3,3,0,0,4,8,8,0,5,6,7,25,7,0,0,0,35,0,7,63,0,52,29,6,14,7,0,9,2,14,0,0,0,0,0,0,0,0,6,7,0,0,28,0,0,0,38,0,0,0,0,11,31,18,13,0,0,26,0,0,4,0
2015-05,group_3,0.23532934131736527,0.11616766467065869,0.08263473053892216,0.0562874251497006,0.19700598802395208,0.17305389221556886,0.13952095808383233,0,14,0,4,54,6,21,35,0,53,0,28,83,211,17,80,47,0,0,7,3,46,0,0,0,24,26,0,0,0,10,53,0,18,144,0,127,11,2,11,0,0,0,0,62,5,0,12,22,0,3,0,0,13,6,15,0,22,30,4,0,46,5,0,1,4,0,33,43,26,0,0,96,70,0,8,9
